medicine,qty,sales,profit,discount,discount_pct,profit_margin,discount_efficiency
CENTRUM ADVANCE TAB,50.0,432.0,432.0,0.6000000000000001,0.13869625520110956,100.0,83.33319444467591
GLITO-15 (PIOGLITAZONE HYDROCHLORIDE) 15MG TAB,50.0,268.0,150.5,0.6000000000000001,0.2233804914370812,56.156716417910445,83.33319444467591
URINORM (FEBUXOSTAT) 80MG TAB,50.0,1760.0,1760.0,0.6000000000000001,0.034079291150744075,100.0,83.33319444467591
MEDPIN (AMLODIPINE) 10MG TAB 100&#039;S,50.0,80.0,48.5,0.6000000000000001,0.7444168734491317,60.62499999999999,83.33319444467591
TROMBOCIL (CILOSTAZOL) 100MG,50.0,1706.4,-284.36,0.6000000000000001,0.03514938488576451,-16.6643225503985,83.33319444467591
CLOPEGEN (CLOPIDOGREL) 75MG FCT,1283.0,5911.3,4378.54,15.4,0.25984105826176457,74.07067819261415,83.31168290183878
PANTOSAPH-40 (PANTOPRAZOLE) 40MG TAB,91.0,590.4,244.60000000000002,1.1,0.1859678782755706,41.429539295392956,82.72719752072953
CO-APROVEL (IRBESARTAN HYDROCHLOROTHIAZIDE) 150MG/12.5MG TAB,33.0,877.8,-104.94,0.4,0.04554771122751083,-11.954887218045112,82.49979375051562
MX3 CAP,33.0,475.2,-24.14,0.4,0.08410428931875526,-5.0799663299663305,82.49979375051562
SAVERMOX 500MG CAP,82.0,272.99,136.87,1.0,0.3649768239716778,50.13736766914539,81.999918000082
APCIRON (MULTIVITAMINS + IRON + BUCLIZINE) CAP,90.0,688.64,418.64,1.1,0.15948038391277874,60.792286245353154,81.81810743808414
IRBEQ 300 (IRBESARTAN) 300MG TAB,98.0,1295.17,1295.17,1.2000000000000002,0.09256616552373166,100.0,81.66659861116781
ROZATIN-5 (ROSUVASTATIN) 5MG FC TAB,49.0,245.0,192.57,0.6000000000000001,0.244299674267101,78.6,81.66653055578239
CENTRAVIM (VITAMIN B-COMPLEX) TAB,208.0,1748.5,-148.46,2.5500000000000003,0.14562690956854463,-8.490706319702603,81.56859546329588
TAMSUSAPH-400 (TAMSULOSIN HCL) 400MCG E.C TAB,228.0,3035.61,2000.91,2.8000000000000003,0.09215346184353,65.91459377192722,81.42854234694914
MICARDIS 40MG TAB,114.0,2604.67,-34.43,1.4000000000000001,0.05372073658804253,-1.321856511573443,81.42851326534766
VIBEE (B-COMPLEX) TAB,455.0,5299.08,-127.09000000000002,5.6000000000000005,0.10556715956476169,-2.3983408440710465,81.24998549107401
PHAREX VIT BCOMPLEX (VITAMIN B1 + B6 + B12,390.0,1460.26,-59.96,4.800000000000001,0.3276316328341502,-4.106118088559572,81.24998307292017
GLUCONIL 80MG TAB,65.0,371.28000000000003,-59.67,0.8,0.21500752526338424,-16.07142857142857,81.24989843762694
APROVASC (IRBESARTAN + AMLODIPINE) 150MG/5MG TAB,421.0,12245.2,305.64,5.2,0.042447593547965776,2.495998432038676,80.96152289201483
CLIN-GEN (CLINDAMYCIN) 300MG CAP,327.0,4084.4300000000003,306.73999999999995,4.04,0.09881447093900651,7.509983033128244,80.94057402461038
AURORA (ROSUVASTATIN) 20MG FC TAB,242.0,2807.2,1403.6,3.0,0.10675396768913246,50.0,80.66663977778674
GLIMESYN (GLIMEPIRIDE) 2MG TAB,161.0,1317.4,190.4,2.0,0.1515840533575868,14.452709883103083,80.49995975002012
BIOGESIC 500MG TAB,180.0,648.12,-78.7,2.24,0.34442462636078486,-12.142813059310004,80.35710698343436
FUSEDEX (FUROSEMIDE) 40MG TAB,1476.0,3252.04,1839.59,18.400000000000002,0.5626154278934945,56.56726239529649,80.21738694470721
JANUVIA TAB 50MG,160.0,6651.93,-340.07,2.0,0.03005742470990828,-5.112350851557367,79.99996000002
FLOSICRON (CIPROFLOXACIN) 500MG,24.0,240.62,240.62,0.30000000000000004,0.12452266312468871,100.0,79.99973333422221
PATIENT GOWN,4.0,1187.5,307.5,0.05,0.004210349037935246,25.894736842105264,79.99840003199935
PHAREX VITAMIN (VITAMIN B1+B6+B12) TAB,398.0,1772.48,236.2,5.0,0.28129711726714224,13.325961364867304,79.59998408000318
NORGESIC FORTE (ORPHENADRINE CITRATE + PARACETAMOL) TAB,302.0,9154.439999999999,-1641.75,3.8000000000000003,0.04149268855151209,-17.933920589353367,79.47366329640438
GALVUS (VILDAGLIPTIN) 50MG TAB,412.0,9834.06,-2611.13,5.2,0.05284950290977167,-26.551902266205413,79.23075399408576
POTEN CEE SUGAR FREE (ASCORBIC ACID) 500MG TAB,95.0,481.0,-10.65,1.2000000000000002,0.24885939444214025,-2.214137214137214,79.16660069449941
NEBIL 2.5MG TAB,158.0,1563.2,-144.88,2.0,0.1277791975466394,-9.26816786079836,78.99996050001974
FURIC (FEBUXOSTAT) 40MG TAB,79.0,1200.8,-162.09,1.0,0.08320852055250458,-13.498500999333778,78.99992100007901
CARDOZ (CARVEDILOL) 6.25MG TAB,606.0,2935.2,1945.19,7.7,0.26164667504842165,66.27112292177706,78.70128848035215
ANSIMAR (DOXOFYLLINE) 400MG TAB,110.0,3234.0,-134.07,1.4000000000000001,0.04327131112072696,-4.145640074211503,78.57137244901968
IRBEZYD (IRBESARTAN) 150MG,157.0,1695.6,957.7,2.0,0.11781338360037702,56.48148148148149,78.49996075001962
HIMOX (AMOXICILLIN) 500MG CAP,47.0,692.8,-92.18,0.6000000000000001,0.08653014133256419,-13.305427251732105,78.33320277799535
MOTILIUM (DOMPERIDONE) 10MG TAB,47.0,1274.64,-149.51,0.6000000000000001,0.04704996706502306,-11.729586393020773,78.33320277799535
XYZAL (LEVOCETIRIZINE) 5MG TAB 30,47.0,1166.6,-178.15,0.6000000000000001,0.05140507196710077,-15.270872621292646,78.33320277799535
BIOGESIC (PARACETAMOL) 500MG TAB,248.0,846.02,-61.449999999999996,3.2,0.37681637267139256,-7.2634216685184745,77.49997578125756
HERACLENE FORTE (DIBENCOZIDE) 3MG CAP,93.0,3816.7200000000003,1908.5700000000002,1.2000000000000002,0.03143072667840081,50.00550210652078,77.49993541672048
QUANIL (CITICOLINE) 500MG TAB 30&#039;S,62.0,2356.0,1218.0,0.8,0.03394433129667345,51.69779286926995,77.49990312512108
Rosuvin (Rosuvastatin) 20mg tab,31.0,359.85,359.85,0.4,0.11103400416377517,100.0,77.49980625048437
ENTRESTO (SACUBITRIL-VALSARTAN) 100MG TAB,31.0,3360.03,-910.59,0.4,0.01190323857363492,-27.100650887045653,77.49980625048437
RETAZIDINE (TRIMETAZIDINE) 35MG,472.0,3914.64,2106.88,6.1000000000000005,0.155582874661416,53.82053011260295,77.37703649556778
GRABALIN (PREGABALIN) 75MG CAP,1642.0,10811.24,3880.76,21.3,0.19662978396571812,35.89560494448371,77.08919825872309
KENZAR PLUS (LOSARTAN POTASSIUM + HYDROCHLOROTHIAZIDE) 50MG/12.5MG FC TAB,107.0,1412.6100000000001,101.86,1.4000000000000001,0.0990092007835871,7.210765887258337,76.42851683677368
RIZINE (CINNARIZINE) 25MG TAB,61.0,115.68,65.66,0.8,0.6868131868131868,56.76002766251729,76.24990468761914
UROMID (FUROSEMIDE) 40MG TAB,975.0,2236.69,1602.94,12.8,0.5690178662719105,71.66572032780583,76.17186904907273
TAMPLUS (TAMSULOSIN + FINASTERIDE) 400MCG/5MG CAP,395.0,15017.16,-1555.3,5.2,0.034615067139916765,-10.356818466341172,75.9615238535531
MUCOTUSS FORTE (PHENYLPROPANOLAMINE HCL + CHLORPHENIRAMINE MALEATE + PARACETAMOL + DEXTROMETHORPHAN,243.0,1277.64,-175.5,3.2,0.24983604509540613,-13.736263736263735,75.93747626953866
IRBEZYD (IRBESARTAN) 300MG,334.0,3891.2,1349.4,4.4,0.11294794126707056,34.678248355263165,75.9090736570287
RELEAF FORTE (BLUMEA BALSAMIFERA L. SAMBONG LEAF) 500MG,129.0,1027.3700000000001,94.22,1.7000000000000002,0.16519770278018014,9.170990003601426,75.88230830452453
DAJIO (DAPAGLIFLOZIN) 10MG,135.0,3530.88,35.730000000000004,1.8,0.050952817690818296,1.0119290375203915,74.99995833335649
PRED (PREDNISOLONE) 20MG TAB,45.0,354.0,3.0,0.6000000000000001,0.16920473773265654,0.847457627118644,74.99987500020832
LIPITOR (ATORVASTATIN) 20MG TAB,45.0,1449.0,-197.54999999999998,0.6000000000000001,0.0413907284768212,-13.633540372670808,74.99987500020832
GIRAN-16 (CANDESARTAN) 16MG TAB,30.0,460.79999999999995,230.70000000000002,0.4,0.08673026886383349,50.06510416666667,74.99981250046875
ANALMIN 500MG CAP,30.0,58.87,23.77,0.4,0.6748776784207864,40.377102089349414,74.99981250046875
VALSAJUB (VALSARTAN) 160MG,30.0,503.84000000000003,-111.16,0.4,0.07932730445819451,-22.06255954271197,74.99981250046875
DOLO NEUROBION TAB,30.0,666.0,-77.69999999999999,0.4,0.06002400960384154,-11.666666666666666,74.99981250046875
FERN C PLUS (ASCORBIC ACID+ZINC) CAP,30.0,198.72,-18.48,0.4,0.2008838891120932,-9.29951690821256,74.99981250046875
NUROGESIC B (PREGABALIN + METHYLCOBALAMIN) 75MG/1500MCG CAP,30.0,648.0,45.900000000000006,0.4,0.061690314620604564,7.083333333333335,74.99981250046875
BETZINE (BETAHISTINE) 8MG TAB,15.0,99.6,50.1,0.2,0.20040080160320645,50.30120481927711,74.99962500187499
VIGOR ACE CAP,15.0,247.2,-32.34,0.2,0.08084074373484237,-13.082524271844662,74.99962500187499
OHHIRA&#039;S OMX DELUXE (PROBIOTICS) 580MG CAP,15.0,606.0,6.0,0.2,0.03299241174529858,0.9900990099009901,74.99962500187499
NEOZEP NO-DROWSE (PHENYLEPHRINE HCL + PARACETAMOL + ZN) TAB,15.0,114.0,4.35,0.2,0.17513134851138354,3.8157894736842097,74.99962500187499
ASPILETS-EC (ASPIRIN) 80MG,15.0,43.44,-3.81,0.2,0.458295142071494,-8.7707182320442,74.99962500187499
CINZITAB (CINNARIZINE) 25MG,15.0,27.0,15.75,0.2,0.7352941176470589,58.333333333333336,74.99962500187499
GLUBITOR OD (GLICLAZIDE) 60MG PR TAB,15.0,231.0,-30.79,0.2,0.08650519031141869,-13.329004329004329,74.99962500187499
SPIRE 25MG (SPIRONOLACTONE) TAB,15.0,200.4,-27.3,0.2,0.09970089730807578,-13.622754491017963,74.99962500187499
VENTREX-G 2MG/100MG CAP,15.0,30.0,26.25,0.2,0.6622516556291391,87.5,74.99962500187499
SPASMOMEN 40MG TAB,15.0,285.0,-4.8,0.2,0.07012622720897617,-1.6842105263157894,74.99962500187499
PROPAN W/IRON CAP,15.0,345.0,-60.45,0.2,0.05793742757821554,-17.52173913043478,74.99962500187499
URSOKON (URSODEOXYCHOLIC ACID) 250MG CAP,15.0,500.4,293.4,0.2,0.03995205753096285,58.63309352517986,74.99962500187499
I-MAX 500MG TAB,15.0,75.0,-2.1,0.2,0.26595744680851063,-2.8000000000000003,74.99962500187499
HEMOSTAN 500MG CAP,15.0,492.0,-59.35,0.2,0.04063388866314507,-12.063008130081302,74.99962500187499
SIMVOGET TAB 20MG 10&#039;,15.0,107.16,-6.99,0.2,0.18628912071535025,-6.522956326987682,74.99962500187499
CEELIN PLUS (ASCORBIC ACID ZINC) CEELIN PLUS CHEWABLES 100/10MG,3.0,24.48,5.46,0.04,0.1631321370309951,22.303921568627448,74.99812504687382
DROPPER,3.0,18.14,9.14,0.04,0.22002200220022,50.3858875413451,74.99812504687382
ASPILETS (ASPIRIN) 80MG TAB,538.0,1678.56,10.76,7.2,0.4271070615034169,0.641025641025641,74.72221184413723
LANOXIN (DIGOXIN) TAB 0.25MG,239.0,1106.76,-151.73,3.2,0.2882986774298173,-13.709385955401352,74.68747666016354
COMOXBET (CO-AMOXICLAV) 625MG TAB,67.0,1072.8,453.72,0.9,0.08382229673093043,42.2930648769575,74.44436172848697
UNICIL (SULTAMICILLIN TOSILATE) 750MG FC TAB,52.0,1874.8799999999999,652.88,0.7000000000000001,0.03732178846010301,34.82249530636628,74.2856081634169
PRONERV (VITAMIN B COMPLEX) CAP,673.0,15979.26,2103.29,9.09,0.056853896743566404,13.162624552075627,74.03739559544604
PHILPRIN (ASPIRIN) 80MG FC TAB,222.0,355.2,210.9,3.0,0.8375209380234507,59.375,73.99997533334155
LEUKOREX (MONTELUKAST SODIUM) 10MG FC TAB,236.0,1309.6,648.8,3.2,0.2437538086532602,49.54184483811851,73.74997695313219
RETADILOL (CARVEDILOL) 6.25MG TAB,648.0,3494.6400000000003,1775.76,8.8,0.251181695704793,50.8138177322986,73.63635526859599
CARVIDA (CARVEDILOL) 6.25MG TAB,2568.0,19070.28,10187.18,34.9,0.18267297141403535,53.41914224646938,73.58165978276047
RM LOSARTAN 50MG TAB,531.0,5727.14,14.930000000000025,7.24,0.12625602070319722,0.26068858103695774,73.34253130628021
AMLOFAR (AMLODIPINE) 5MG TAB,102.0,81.6,51.0,1.4000000000000001,1.6867469879518073,62.5,72.8570908163637
PAROPHEN (PARACETAMOL + ORPHENADRINE) TAB,58.0,1152.62,-59.58,0.8,0.06935894990549844,-5.169093022852285,72.49990937511328
JANUMET (SITAGLIPTIN + METFORMIN) 50MG/500MG TAB,58.0,1294.56,-158.34,0.8,0.06175889328063242,-12.231182795698924,72.49990937511328
INTERPHIL (IRBESARTAN) 300MG TAB,555.0,6871.77,2503.87,7.66,0.11134643422492851,36.43704605945775,72.45429863520906
RM LOSARTAN 100MG TAB,101.0,1267.6399999999999,44.95,1.4000000000000001,0.11031961167496693,3.5459594206557075,72.1428056122817
GALVUS TAB 50MG,72.0,1704.0,-576.96,1.0,0.05865102639296188,-33.859154929577464,71.999928000072
KENZAR (LOSARTAN POTASSIUM) 50MG FC TAB,500.0,4877.0,362.0,7.0,0.14332514332514332,7.422595858109493,71.42856122449125
I-MAX (METFORMIN) 500MG TAB,100.0,500.0,-14.0,1.4000000000000001,0.27921818907060236,-2.8000000000000003,71.4285204081997
AMLIFE (AMLODIPINE + LOSARTAN) 50/5MG TAB,185.0,3658.2,-528.46,2.6,0.07102272727272728,-14.445902356350118,71.15381878699277
MICARDIS PLUS (TELMISARTAN + HYDROCHLOROTHIAZIDE) 40MG TAB,283.0,5801.94,-903.38,4.0,0.0688949593003028,-15.570309241391673,70.74998231250441
CLONISAPH (CLONIDINE) 75MCG TAB,381.0,963.46,-73.51999999999998,5.4,0.5573560679561547,-7.63083054823241,70.55554248971434
RM AMLODIPINE 5MG,295.0,1542.6000000000001,50.769999999999996,4.2,0.27152831652443754,3.2911966809283024,70.23807851474321
GOTRIDINE 35MG TAB (TRIMETAZDINE,189.0,1533.6,1533.6,2.7,0.1757469244288225,100.0,69.99997407408367
CARDOZ (CARVEDILOL) 25MG TAB,98.0,666.4,470.4,1.4000000000000001,0.209643605870021,70.58823529411764,69.99995000003571
NORGESIC FORTE TAB,98.0,3107.29,-433.1,1.4000000000000001,0.04503504691686853,-13.938190513276844,69.99995000003571
ROSUFEN (FENOFIBRATE + ROSUVASTATIN CA) 160/10MG TAB,42.0,890.4,-100.96,0.6000000000000001,0.06734006734006735,-11.338724168912847,69.99988333352776
ASMALIN (SALBUTAMOL) 2.5ML AMP,42.0,1125.6,1.14,0.6000000000000001,0.053276505061268,0.10127931769722813,69.99988333352776
CEFUGET (CEFUROXIME) 500MG TAB,28.0,1562.4,778.4,0.4,0.02559508574353724,49.82078853046595,69.9998250004375
ORATEL -40 (TELMISARTAN) 40MG TAB,28.0,224.0,224.0,0.4,0.17825311942959002,100.0,69.9998250004375
Saphixime (Cefixime) 200mf Cap,28.0,336.0,336.0,0.4,0.11890606420927469,100.0,69.9998250004375
LEVOCIN TAB 500MG,14.0,605.02,-131.38,0.2,0.03304583457255213,-21.71498462860732,69.99965000174998
PANTOPRAZ (PANTOPRAZOLE SODIUM) 40MG EC TAB,14.0,716.8,-95.2,0.2,0.02789400278940028,-13.28125,69.99965000174998
ARCOXIA 60MG TAB,14.0,663.6,-89.46,0.2,0.030129557095510694,-13.481012658227847,69.99965000174998
AMARA 4MG (GLIMEPIRIDE) TAB,14.0,187.6,-21.84,0.2,0.10649627263045794,-11.64179104477612,69.99965000174998
ZOCEF 500MG TAB,14.0,350.0,181.98,0.2,0.05711022272986865,51.994285714285716,69.99965000174998
NEPHROMIN TAB,14.0,224.0,28.0,0.2,0.08920606601248886,12.5,69.99965000174998
TERGECEF OD 400MG CAP,14.0,1905.01,-519.09,0.2,0.010497530455960236,-27.24867585996924,69.99965000174998
CEFUREX (CEFUROXIME) 500MG TAB,14.0,720.05,-117.85,0.2,0.027768136063866716,-16.366918963960835,69.99965000174998
ETHEZIB-120 (ETEROCOXIB) 120MG TAB,14.0,840.0,840.0,0.2,0.023803856224708403,100.0,69.99965000174998
Retaxzen (Cefuroxime) 500mg tab,14.0,313.6,313.6,0.2,0.06373486297004462,100.0,69.99965000174998
MONTEMAX (MONTELUKAST) 5MG TAB,14.0,442.4,-56.56,0.2,0.045187528242205156,-12.784810126582279,69.99965000174998
PARIET (RABEPRAZOLE SODIUM) 10MG FC TAB,14.0,862.4,-114.66,0.2,0.023185717597959656,-13.295454545454547,69.99965000174998
CIPROBAY (CIPROFLOXACIN) 500MG TAB,14.0,504.0,-43.01,0.2,0.039666798889329634,-8.533730158730158,69.99965000174998
AUGMENTIN (CO-AMOXICLAV) 375MG TAB,14.0,565.6,-23.94,0.2,0.035348179568752205,-4.232673267326733,69.99965000174998
RM CO-AMOXICLAV 625MG,14.0,414.4,13.16,0.2,0.04823926676314521,3.175675675675676,69.99965000174998
JANUMET XR (SITAGLIPTIN+METFORMIN) 100MG ER TAB,14.0,610.4,-81.9,0.2,0.032754667540124474,-13.417431192660551,69.99965000174998
BACTIV (CO-AMOXICLAV) 625MG,14.0,509.6,-18.82,0.2,0.03923107100823853,-3.69309262166405,69.99965000174998
SURELAX (POLYETHYLENE GLYCOL 3350) 17G SACH,14.0,618.8,-110.88,0.2,0.03231017770597738,-17.918552036199095,69.99965000174998
URINORM (FEBUXOSTAT) 40MG TAB,419.0,11186.32,-1743.31,6.0,0.053608188472095156,-15.584302970056282,69.83332169444638
MUCOTUSS FORTE CAP,181.0,1048.3200000000002,-67.24,2.6,0.24740227610094012,-6.414072039072037,69.61535784024697
SAPHLOPID (CLOPIDOGREL) 75MG TAB,2049.0,9513.16,6557.13,29.5,0.30913812291331766,68.92693910330532,69.4576247641483
MUCOBRON FORTE CAP,97.0,1163.84,-51.54,1.4000000000000001,0.12014692252239882,-4.428443772339841,69.28566479595372
GALVUSMET 50/500MG TAB,55.0,1396.0,-160.5,0.8,0.057273768613974804,-11.497134670487107,68.74991406260742
RM METFORMIN 500MG TAB,233.0,685.09,19.91,3.4000000000000004,0.4938343331057823,2.9061875082106,68.52939160900246
PROPAN W/. IRON (BUCLIZINE HCL + MULTIVITAMINS + MINERALS) CAP,229.0,5029.58,-731.82,3.35,0.06656162513684871,-14.550320305075177,68.35818854979446
POLYNERV 500MG (THIAMINE MONONITRATE (VIT B1) + PYRIDOXINE (VIT B6) + CYANOCOBALAMAIN (VIT B12,41.0,1145.54,-191.88,0.6000000000000001,0.052349625700176254,-16.750178954903365,68.33321944463424
VERTEX (CINNARIZINE) 25MG TAB,109.0,177.86,104.57,1.6,0.8915635796277722,58.793433037220275,68.12495742190161
FOLIAGE (FOLIC ACID) 5MG CAP,68.0,538.8,102.92,1.0,0.18525379770285294,19.101707498144023,67.999932000068
ASPEC EC (ASPIRIN) TAB,135.0,297.0,19.8,2.0,0.6688963210702341,6.666666666666667,67.49996625001687
NORVASC (AMLODIPINE BESYLATE) 10MG TAB,108.0,3240.0,-393.12,1.6,0.0493583415597236,-12.133333333333333,67.49995781252636
REBAMID (REBAMIPIDE) 100MG TAB,81.0,1377.0,1377.0,1.2000000000000002,0.08707009142359601,100.0,67.49994375004687
ZANIDIP (LERCANIDIPINE) 20MG TAB,54.0,1866.2399999999998,-164.27,0.8,0.04284857314251436,-8.802190500685873,67.49991562510546
TOZAM (LOSARTAN + AMLODIPINE) 50MG/5MG FC TAB,580.0,13073.92,-1520.08,8.6,0.06573657063012325,-11.626811239475229,67.4418526230404
ALAXAN FR (IBUPROFEN + PARACETAMOL) CAP,67.0,454.14,-77.83,1.0,0.21971261589840488,-17.137886995199718,66.999933000067
SAPHETOR 120 (ETORICOXIB) 120MG FC TAB,80.0,1920.0,1365.34,1.2000000000000002,0.06246096189881325,71.11145833333333,66.66661111115741
FENOSAPH-200 (FENOFIBRATE) 200MG CAP,40.0,192.0,62.97,0.6000000000000001,0.31152647975077885,32.796875,66.66655555574073
TAPDIN (METHIMAZOLE) 5MG TAB,40.0,204.48000000000002,-12.48,0.6000000000000001,0.29256875365710944,-6.103286384976526,66.66655555574073
Retabaline (Pregabalin) 75mg cap,40.0,326.96,326.96,0.6000000000000001,0.1831725485407254,100.0,66.66655555574073
NASATAPP NO DROWSE (PARACETAMOL + PHENYLEPHRINE HYDROCHLORIDE) 500MG/25MG TAB,40.0,276.48,-46.53,0.6000000000000001,0.21654395842356,-16.829427083333332,66.66655555574073
ANALMIN (MEFENAMIC ACID) 500MG CAP,40.0,85.0,38.2,0.6000000000000001,0.7009345794392525,44.94117647058824,66.66655555574073
RIFECLAV (CO-AMOXICLAV )625MG TAB,20.0,591.4100000000001,-48.59,0.30000000000000004,0.05070051207517196,-8.215958472125935,66.66644444518518
ROVISTA (ROSUVASTATIN) 10MG TAB,106.0,2196.88,-145.56,1.6,0.07277755540191405,-6.625760168966899,66.24995859377587
RINELLA (PARACETAMOL + TRAMADOL HYDROCHLORIDE) 325MG/37.5MG FC TAB,53.0,481.70000000000005,346.55,0.8,0.16580310880829013,71.94311812331327,66.24991718760351
SUMAPEN 500MG CAP,198.0,3081.04,-132.57999999999998,3.0,0.09727500291825009,-4.303092462285461,65.99997800000733
DIACURE (LOPERAMIDE) 2MG CAP,66.0,166.85,145.73,1.0,0.5957700327673519,87.3419238837279,65.999934000066
CEFUPLUS (CEFUROXIME AXETIL) 500MG TAB,79.0,4294.0,107.0,1.2000000000000002,0.027938163531383873,2.4918490917559386,65.83327847226793
LOTRILIP (FENOFIBRATE) 200MG CAP,92.0,905.28,537.28,1.4000000000000001,0.15440949397802975,59.34959349593496,65.71423877554373
FORALIVIT (FERROUS+ FOLIC ACID+ VIT B COMPLEX) CAP,289.0,972.36,486.84,4.4,0.4504688971702363,50.067876095273355,65.68180325413562
APPENTANYX (BUCLIZINE HCL+B-COMPLEX+IRON) CAP,120.0,580.95,147.51,1.84,0.3157226445203246,25.39116963594113,65.21735586013268
NEOBLOC (METOPROLOL TARTRATE) 100MG TAB,65.0,390.0,-12.35,1.0,0.2557544757033248,-3.166666666666666,64.99993500006501
GETRYL (GLIMEPIRIDE) 2MG TAB,52.0,717.9200000000001,-52.32,0.8,0.11130899376669634,-7.28772008023178,64.99991875010156
NEPHORMIN TAB,39.0,624.0,78.0,0.6000000000000001,0.09606147934678194,12.5,64.9998916668472
RELAXSAPH (SALBU+IPRA) RESP,13.0,322.4,179.66,0.2,0.061996280223186616,55.725806451612904,64.999675001625
RETAPRIL (CAPTOPRIL) 25MG TAB,13.0,13.94,8.74,0.2,1.4144271570014146,62.69727403156384,64.999675001625
HYPACE (ENALAPRIL MALEATE) 10MG TAB,13.0,137.8,-1.15,0.2,0.14492753623188406,-0.8345428156748911,64.999675001625
IRBEVEX (IRBESARTAN) 150MG TAB,13.0,205.92,-28.08,0.2,0.09703085581214828,-13.636363636363635,64.999675001625
LIGABA (PREGABALIN 75MG) CAP,155.0,2767.68,1295.18,2.4000000000000004,0.0866400970369087,46.79659498207886,64.5833064236223
CIPRODIN-FC (CIPROFLOXACIN) 500MG TAB,103.0,466.79999999999995,161.20000000000002,1.6,0.34158838599487623,34.53299057412168,64.37495976565015
CEFUSAPH (CEFUROXIME AXETIL) 500MG FC TAB,251.0,5527.2,3594.3,3.9000000000000004,0.0705103867223518,65.0293095961789,64.35895785667746
DUO-GESIC (PARACETAMOL/TRAMADOL) 325MG/37.5MG TAB,385.0,1605.8,1220.8,6.0,0.3722546221615585,76.02441150828247,64.166655972224
ZEGEN (CEFUROXIME AXETIL) 500MG TAB,77.0,4683.84,-375.43,1.2000000000000002,0.02561344193432714,-8.015431782469085,64.166613194489
ALCLAV 625MG TAB,64.0,1540.8,-139.76,1.0,0.06485925541574783,-9.07061266874351,63.999936000064004
AXALAV (CO-AMOXICLAV) 500MG/125MG FC TAB,76.0,1144.24,463.28,1.19,0.10389111512707017,40.48800950849472,63.865492550006266
RETANIX (CETIRIZINE) 10MG TAB,204.0,493.39,411.79,3.2,0.6443947723474094,83.46135916820366,63.749980078131216
SUMAPEN (PHENOXYMETHYL-PENICILLIN POTASSIUM) 500MG CAP,153.0,2386.8,-71.91,2.4000000000000004,0.10045203415369162,-3.0128205128205123,63.74997343751105
CYFROX (CIPROFLOXACIN) 500MG TAB,51.0,208.5,123.68,0.8,0.3822264691829909,59.3189448441247,63.749920312599606
RM ATORVASTATIN 10MG TAB,140.0,1400.0,-25.2,2.2,0.1568963058051633,-1.7999999999999998,63.63633471075694
TOZAM FC TAB 50MG/5MG,76.0,1898.4,-325.79999999999995,1.2000000000000002,0.06317119393556539,-17.16182048040455,63.33328055559953
JANUVIA (SITAGLIPTIN) 50MG TAB,38.0,1459.2,-201.4,0.6000000000000001,0.04110152075626799,-13.802083333333334,63.33322777795369
SANGOBION IRON+ (MULTIVITAMINS + MINERALS) CAP,170.0,3647.83,-447.78,2.7,0.07396186307193751,-12.275243089727317,62.96293964335568
DALACIN C (CLINDAMYCIN) 300MG CAP,88.0,7032.360000000001,-912.5999999999999,1.4000000000000001,0.019904005823343417,-12.977151340375064,62.85709795921574
COUXIN (AMBROXOL HCI) 30MG TAB,69.0,118.72,85.96,1.1,0.9180437322650644,72.40566037735849,62.727215702531176
ZOCEF (CEFUROXIME) 500MG TAB,69.0,1768.75,845.08,1.1,0.06215215978755263,47.77837455830389,62.727215702531176
PHILCET (LEVOCETIRIZINE) 5MG TAB,125.0,1742.48,123.73,2.0,0.11464734476749519,7.100798861392957,62.49996875001562
SYSTOCOR (PREDNISONE) 5MG TAB,100.0,163.0,105.0,1.6,0.9720534629404618,64.41717791411043,62.49996093752441
VIVALYTE PLUS APPLE 4.8G SACHET,25.0,315.0,-31.75,0.4,0.12682308180088778,-10.079365079365079,62.499843750390625
IBERET ACTIVE (MULTIVITAMINS + IRON) TAB,25.0,521.2,-118.0,0.4,0.07668711656441718,-22.640061396776666,62.499843750390625
VENTOLIN (SALBUTAMOL) NEBULES 2.5MG/2.5ML 20,25.0,841.92,-111.86,0.4,0.047487890587900095,-13.286297985556821,62.499843750390625
PANTOVIC (PANTOPRAZOLE) 40MG EC TAB,25.0,580.0,17.5,0.4,0.06891798759476224,3.0172413793103448,62.499843750390625
DOXOKEM (DOXOFYLLINE) 400MG TAB,25.0,420.0,-13.25,0.4,0.09514747859181732,-3.1547619047619047,62.499843750390625
ERCEFLORA GUT DEFENSE 2 BILLION/5ML,15.0,605.2,-11.149999999999999,0.24000000000000002,0.03964059196617336,-1.8423661599471244,62.49973958441839
GLYXAMBI FC (EMPAGLIFLOZIN + LINAGLIPTIN) 10MG/5MG TAB,137.0,10436.0,-1047.6399999999999,2.2,0.0210764308022456,-10.038712150249136,62.272698966955005
CELECOX (CELECOXIB) 200MG,179.0,1083.3,546.3,2.9000000000000004,0.266985822132204,50.429243976737745,61.72411664685632
MYONAL TAB,111.0,2436.0,-198.03,1.8,0.07383706620723603,-8.129310344827587,61.66663240742644
FLUIMUCIL (ACETYLCYTEINE) 200MG,37.0,531.76,3.0299999999999994,0.6000000000000001,0.1127056878803817,0.5698059274860838,61.66656388906017
