date,sales,qty,profit,day_of_week,day_of_month,anomaly,anomaly_score
2023-05-28,2313.5,95.0,282.63,6,28,-1,-0.5378502407883493
2023-05-29,30839.7,770.0,1476.0400000000002,0,29,1,-0.4685477381071972
2023-05-30,18733.33,676.0,-1377.15,1,30,1,-0.4746860588770936
2023-05-31,23736.66,1156.0,2488.27,2,31,1,-0.44902884853630615
2023-06-01,36181.49,920.0,4875.990000000001,3,1,1,-0.4527062190917397
2023-06-02,25698.8,1620.0,6260.38,4,2,-1,-0.5196398466623666
2023-06-03,19449.58,818.0,-46708.54,5,3,-1,-0.6318575167173797
2023-06-04,3763.86,195.0,978.5600000000001,6,4,1,-0.4583481001433201
2023-06-05,12337.1,451.0,1595.76,0,5,1,-0.45826948738082995
2023-06-06,16563.55,483.0,-8262.44,1,6,-1,-0.532600984039261
2023-06-07,23307.45,792.0,2446.57,2,7,1,-0.4014504257273267
2023-06-08,31365.52,730.0,5411.33,3,8,1,-0.41181606567852114
2023-06-09,16551.66,681.0,2251.07,4,9,1,-0.39965080312671014
2023-06-10,21142.09,1615.0,1719.52,5,10,-1,-0.5637089775745242
2023-06-13,20572.9,755.0,-6763.83,1,13,-1,-0.5136833047246037
2023-06-14,10960.25,632.0,1155.08,2,14,1,-0.4281861596045642
2023-06-15,15001.15,801.0,1609.3500000000001,3,15,1,-0.4132295568188338
2023-06-16,15437.0,846.0,3981.66,4,16,1,-0.40973368740735283
2023-06-17,16590.76,484.0,3045.88,5,17,1,-0.40914470278545034
2023-06-18,2326.6,93.0,-2280.87,6,18,-1,-0.5851441573186034
2023-06-19,25569.89,392.0,2371.7999999999997,0,19,1,-0.4750537671160055
2023-06-20,22443.73,714.0,-10111.380000000001,1,20,-1,-0.5480306150987585
2023-06-21,13496.88,422.0,-7101.54,2,21,-1,-0.5273224986504513
2023-06-22,29487.329999999998,742.0,341.30999999999995,3,22,1,-0.4502709734477884
2023-06-23,18773.05,814.0,2159.05,4,23,1,-0.4073803629046462
2023-06-24,18640.55,750.0,243.21999999999997,5,24,1,-0.45508018654801086
2023-06-25,2068.3,250.0,335.85,6,25,1,-0.49072386381004424
2023-06-26,10836.76,571.0,-1650.1299999999999,0,26,1,-0.5036649173181904
2023-06-27,13352.52,570.0,-11076.84,1,27,-1,-0.5628350690799258
2023-06-28,20434.82,901.0,3898.4700000000003,2,28,1,-0.40064700235928746
2023-06-29,10503.93,557.0,2509.54,3,29,1,-0.3999664120456098
2023-06-30,14987.42,638.0,1599.12,4,30,1,-0.4092762556639682
2023-07-01,7596.35,468.0,1641.18,5,1,1,-0.43019458975453073
2023-07-02,7386.23,167.0,1886.25,6,2,1,-0.4626545389038592
2023-07-03,30332.579999999998,1307.0,3241.77,0,3,-1,-0.5402315054680237
2023-07-04,13621.32,636.0,3754.57,1,4,1,-0.4112155078454947
2023-07-05,13613.68,501.0,-23417.26,2,5,-1,-0.5965633843455364
2023-07-06,15214.06,431.0,2634.6,3,6,1,-0.40069179701232605
2023-07-07,10972.41,580.0,-9237.94,4,7,-1,-0.5285937892783839
2023-07-08,12724.11,557.0,2340.07,5,8,1,-0.4077538109836576
2023-07-09,6193.18,141.0,1808.19,6,9,1,-0.47373940415250393
2023-07-10,26201.52,1040.0,3771.55,0,10,1,-0.455547224842515
2023-07-11,11155.22,525.0,1101.72,1,11,1,-0.43041369791913275
2023-07-12,15684.9,1577.0,3705.0,2,12,-1,-0.5141198030459333
2023-07-13,19137.36,516.0,3344.2599999999998,3,13,1,-0.38713181518658907
2023-07-14,23966.05,1158.0,5554.39,4,14,1,-0.4466460573299311
2023-07-15,16844.1,727.0,3291.09,5,15,1,-0.414854997570293
2023-07-16,10910.08,377.0,2511.01,6,16,1,-0.44925099564039334
2023-07-17,20885.69,629.0,4042.57,0,17,1,-0.4192044007417957
2023-07-18,18225.0,627.0,4072.99,1,18,1,-0.39684786236566605
2023-07-19,15201.77,684.0,2939.41,2,19,1,-0.39280119230184163
2023-07-20,24034.7,798.0,3495.73,3,20,1,-0.39185214104729066
2023-07-21,24198.48,1116.0,4686.47,4,21,1,-0.42795956543561464
2023-07-22,24888.46,252.0,7649.86,5,22,-1,-0.533445473413889
2023-07-23,7229.110000000001,179.0,1413.02,6,23,1,-0.45577227581931157
2023-07-24,17235.49,812.0,4368.070000000001,0,24,1,-0.4177078916989113
2023-07-25,21634.4,700.0,1534.96,1,25,1,-0.4195820048092405
2023-07-27,7917.9800000000005,326.0,1298.41,3,27,1,-0.44438166109693383
2023-07-28,10047.76,434.0,1646.58,4,28,1,-0.42889629645336996
2023-07-29,17984.88,480.0,3614.41,5,29,1,-0.41750368288201806
2023-07-30,4455.51,168.0,824.54,6,30,1,-0.46310181087933217
2023-07-31,19108.87,689.0,4074.86,0,31,1,-0.4171271109229062
2023-08-01,11685.79,653.0,2510.43,1,1,1,-0.4205755062259774
2023-08-02,15070.57,949.0,3952.69,2,2,1,-0.415631209469015
2023-08-03,21607.2,753.0,2808.77,3,3,1,-0.3914789491834097
2023-08-04,12761.31,700.0,2285.9,4,4,1,-0.4079777060179581
2023-08-05,10719.27,445.0,3025.08,5,5,1,-0.4268073338784265
2023-08-06,6116.97,325.0,1280.33,6,6,1,-0.43679728597989875
2023-08-07,20578.9,1014.0,3983.12,0,7,1,-0.4473312925898991
2023-08-08,13147.04,694.0,2421.72,1,8,1,-0.4169016028285807
2023-08-09,20209.7,971.0,2967.2400000000002,2,9,1,-0.40698057041499275
2023-08-10,33116.58,1244.0,6361.67,3,10,1,-0.4705184522735486
2023-08-11,20063.22,713.0,3706.39,4,11,1,-0.3913334590314831
2023-08-12,10384.65,346.0,2141.84,5,12,1,-0.4303456540710041
2023-08-13,19805.14,607.0,3640.98,6,13,1,-0.46907349990538993
2023-08-14,20762.2,527.0,4101.6900000000005,0,14,1,-0.4308140369626266
2023-08-15,27681.37,973.0,6031.9800000000005,1,15,1,-0.4159679147557596
2023-08-16,14628.41,654.0,2765.87,2,16,1,-0.39264049398156187
2023-08-17,21584.71,926.0,2540.2,3,17,1,-0.4207522645670655
2023-08-18,17778.21,1076.0,3680.85,4,18,1,-0.42750195806886787
2023-08-19,20668.75,742.0,3905.97,5,19,1,-0.41421117436024196
2023-08-20,4572.67,119.0,1186.31,6,20,1,-0.4789715706156432
2023-08-21,14143.0,556.0,2480.06,0,21,1,-0.4339871103562287
2023-08-22,11605.35,724.0,2630.15,1,22,1,-0.4200541023420358
2023-08-23,19662.7,814.0,2782.54,2,23,1,-0.3919653271373645
2023-08-24,17325.8,1125.0,3545.45,3,24,1,-0.43140166685324666
2023-08-25,12760.22,583.0,2114.4,4,25,1,-0.40095092748094635
2023-08-26,10882.84,338.0,906.93,5,26,1,-0.4437696795542958
2023-08-27,8622.1,354.0,468.37999999999994,6,27,1,-0.4564263779826475
2023-08-28,9699.75,502.0,396.90000000000003,0,28,1,-0.4954459682632949
2023-08-29,42610.42,1393.0,5916.96,1,29,-1,-0.5517280929891846
2023-08-30,18051.2,617.0,3784.1800000000003,2,30,1,-0.3805047998739267
2023-08-31,42314.44,945.0,11906.11,3,31,-1,-0.5359683044945617
2023-09-01,19817.54,507.0,2583.53,4,1,1,-0.4070401210673306
2023-09-02,14407.75,577.0,1672.08,5,2,1,-0.414805117190817
2023-09-03,5381.9,129.0,1116.56,6,3,1,-0.4692568344759053
2023-09-04,15763.92,567.0,2848.05,0,4,1,-0.42842527905905964
2023-09-05,33732.58,2087.0,9204.72,1,5,-1,-0.6106770641416699
2023-09-06,18032.33,814.0,3577.0299999999997,2,6,1,-0.38910642066480294
2023-09-07,19437.04,553.0,3113.79,3,7,1,-0.3862553414702016
2023-09-08,21280.22,799.0,6216.5,4,8,1,-0.40296298529463537
2023-09-09,12970.59,522.0,3013.0099999999998,5,9,1,-0.4064297627101068
2023-09-10,11029.35,283.0,2924.39,6,10,1,-0.453082163650403
2023-09-11,18017.51,602.0,4186.45,0,11,1,-0.4209000740904904
2023-09-12,17188.5,835.0,2314.04,1,12,1,-0.40944381717166356
2023-09-13,22694.11,915.0,2932.63,2,13,1,-0.4104818834709172
2023-09-14,17254.59,734.0,3424.2200000000003,3,14,1,-0.3808360327191936
2023-09-15,14924.84,755.0,3307.9700000000003,4,15,1,-0.4002870906285558
2023-09-16,25085.079999999998,927.0,5040.3,5,16,1,-0.4390385813323997
2023-09-17,2926.25,214.0,799.16,6,17,1,-0.4739595363656612
2023-09-18,23623.24,592.0,4808.39,0,18,1,-0.42528611307189
2023-09-19,25417.84,1086.0,4626.96,1,19,1,-0.42590977515061645
2023-09-20,27971.55,673.0,5644.39,2,20,1,-0.40884615815424935
2023-09-21,20483.0,751.0,7194.8,3,21,1,-0.41636482466405494
2023-09-22,25558.63,1491.0,5721.5,4,22,1,-0.5067021598996648
2023-09-23,17943.61,611.0,3211.91,5,23,1,-0.4086535988142922
2023-09-24,9884.31,665.0,1131.08,6,24,1,-0.4818283868076776
2023-09-25,35975.1,813.0,7825.32,0,25,1,-0.4662603371833755
2023-09-26,33228.82,834.0,6477.32,1,26,1,-0.42894169137017174
2023-09-27,30573.17,898.0,5479.18,2,27,1,-0.4177376143936841
2023-09-28,50155.53,821.0,9597.11,3,28,-1,-0.552349468119975
2023-09-29,22189.85,889.0,4608.75,4,29,1,-0.4100913717408596
2023-09-30,18710.88,554.0,3758.62,5,30,1,-0.4096331802020918
2023-10-01,9018.25,237.0,1883.43,6,1,1,-0.44107856909992016
2023-10-02,29719.23,1012.0,5858.67,0,2,1,-0.44532815322751057
2023-10-03,22339.2,594.0,6350.44,1,3,1,-0.4129736653614845
2023-10-04,22730.79,685.0,2536.07,2,4,1,-0.3988310445252122
2023-10-05,35077.42,678.0,8558.0,3,5,1,-0.4663769200921756
2023-10-06,17118.25,470.0,3275.14,4,6,1,-0.40010686403083395
2023-10-07,21812.64,712.0,4976.51,5,7,1,-0.4167322411894233
2023-10-08,7404.77,388.0,1679.14,6,8,1,-0.441775984846403
2023-10-09,29870.61,803.0,5836.54,0,9,1,-0.4274879748986746
2023-10-10,33502.57,964.0,4933.29,1,10,1,-0.4359611851314149
2023-10-11,25566.38,825.0,6573.33,2,11,1,-0.40813736725742755
2023-10-12,48361.16,1411.0,2516.9500000000003,3,12,-1,-0.5718158276275062
2023-10-13,14722.05,545.0,1666.18,4,13,1,-0.4037600728034585
2023-10-14,20546.8,795.0,2414.2400000000002,5,14,1,-0.43078239197451806
2023-10-15,17091.56,496.0,1508.44,6,15,1,-0.4646335796855374
2023-10-16,25002.17,571.0,1401.28,0,16,1,-0.4597149640700338
2023-10-17,23472.75,784.0,2845.04,1,17,1,-0.4085911865764343
2023-10-18,31123.29,1710.0,3411.68,2,18,-1,-0.5370084203168781
2023-10-19,43639.369999999995,894.0,3867.3900000000003,3,19,1,-0.4846095305507073
2023-10-20,22727.2,853.0,2378.85,4,20,1,-0.41919970697175124
2023-10-21,25790.74,517.0,2007.75,5,21,1,-0.4559131270643405
2023-10-22,4572.57,121.0,412.42,6,22,1,-0.49392183912625454
2023-10-23,35847.52,431.0,3380.7,0,23,1,-0.5059932626592006
2023-10-24,27650.11,487.0,1976.53,1,24,1,-0.4416726774051181
2023-10-25,34849.69,682.0,4024.84,2,25,1,-0.43333396240615446
2023-10-26,22160.15,626.0,1736.83,3,26,1,-0.408319173293341
2023-10-27,29141.83,996.0,-245.38999999999993,4,27,1,-0.48614868747239776
2023-10-28,19270.19,800.0,1777.49,5,28,1,-0.43669446704941867
2023-10-29,12446.21,233.0,-1963.85,6,29,-1,-0.5294910139565078
2023-10-30,19706.75,459.0,1395.12,0,30,1,-0.46298636176192115
2023-10-31,23379.97,792.0,571.4200000000001,1,31,1,-0.44558832419106154
2023-11-01,11277.13,395.0,1111.94,2,1,1,-0.4354481118380889
2023-11-02,25761.56,595.0,1299.6399999999999,3,2,1,-0.4225805737709313
2023-11-03,45094.81,1131.0,2106.03,4,3,-1,-0.5261449370330706
2023-11-04,22072.68,892.0,4225.42,5,4,1,-0.4318891171191672
2023-11-05,5674.04,339.0,802.35,6,5,1,-0.4478779025989156
2023-11-06,40857.7,850.0,8459.35,0,6,1,-0.49233196344509617
2023-11-07,15922.62,573.0,2375.23,1,7,1,-0.3989339399358927
2023-11-08,27259.600000000002,651.0,3523.63,2,8,1,-0.4072608771298436
2023-11-09,28809.13,705.0,3951.97,3,9,1,-0.40338421198392604
2023-11-10,29907.54,839.0,6288.18,4,10,1,-0.4254316823846062
2023-11-11,18326.31,344.0,2199.2599999999998,5,11,1,-0.43878221167032516
2023-11-12,6948.6,249.0,998.2,6,12,1,-0.4373777009349391
2023-11-13,43572.58,1077.0,3391.3700000000003,0,13,-1,-0.5204882283818831
2023-11-14,25608.71,742.0,1720.42,1,14,1,-0.418512303524376
2023-11-15,24873.32,551.0,3626.4,2,15,1,-0.4051080638741066
2023-11-16,24178.92,796.0,2569.65,3,16,1,-0.40152505061248384
2023-11-17,32124.77,724.0,9080.34,4,17,1,-0.4669790225123749
2023-11-18,37308.61,1774.0,7058.4,5,18,-1,-0.5921462135832848
2023-11-19,14443.22,235.0,3950.2400000000002,6,19,1,-0.4805000759358553
2023-11-20,26277.1,919.0,5241.58,0,20,1,-0.43209761549891273
2023-11-21,29385.16,1218.0,4311.03,1,21,1,-0.4634855775423952
2023-11-22,24584.06,997.0,4486.38,2,22,1,-0.4029613992028853
2023-11-23,22000.92,762.0,5257.93,3,23,1,-0.3888181656982996
2023-11-24,18462.91,559.0,3098.25,4,24,1,-0.39316500097950957
2023-11-25,25975.44,931.0,6174.95,5,25,1,-0.4456102500859153
2023-11-26,8455.32,239.0,937.3100000000001,6,26,1,-0.44336255684988063
2023-11-27,32552.35,744.0,-25702.08,0,27,-1,-0.6267501045918665
2023-11-28,22025.56,694.0,3390.87,1,28,1,-0.40427412672218765
2023-11-29,13413.88,528.0,2692.64,2,29,1,-0.3953973342975174
2023-11-30,22524.24,702.0,3265.85,3,30,1,-0.3905075258969241
2023-12-01,29667.66,667.0,5037.06,4,1,1,-0.4240949016854514
2023-12-02,41216.19,1484.0,1968.3600000000001,5,2,-1,-0.5888271333036996
2023-12-03,9086.55,342.0,1387.95,6,3,1,-0.4364662079709945
2023-12-04,33546.659999999996,934.0,3166.96,0,4,1,-0.4695940476685154
2023-12-05,28888.71,894.0,2101.27,1,5,1,-0.4437013126228526
2023-12-06,17362.73,953.0,970.55,2,6,1,-0.44056903538117065
2023-12-07,31902.93,725.0,4131.34,3,7,1,-0.4104660264114344
2023-12-08,25442.95,580.0,1584.62,4,8,1,-0.43777586285191933
2023-12-09,9852.07,288.0,1296.78,5,9,1,-0.4477140592080655
2023-12-10,14825.68,315.0,2264.41,6,10,1,-0.45889385016367157
2023-12-11,27837.35,860.0,3555.49,0,11,1,-0.4335443687043561
2023-12-12,32659.13,764.0,3587.27,1,12,1,-0.42996700174376123
2023-12-13,25545.31,404.0,178.20000000000007,2,13,1,-0.46460638381495095
2023-12-14,33395.81,622.0,-798.61,3,14,1,-0.48372114320866305
2023-12-15,46301.46,1128.0,-2720.3700000000003,4,15,-1,-0.576832192554125
2023-12-16,44612.96,1083.0,6.550000000000048,5,16,-1,-0.5775631820020601
2023-12-17,3313.24,209.0,444.77,6,17,1,-0.47915521782377074
2023-12-18,56192.14,810.0,5890.13,0,18,-1,-0.5549106018112955
2023-12-19,43356.8,1291.0,828.5999999999999,1,19,-1,-0.5734569357033562
2023-12-20,28244.09,767.0,1224.37,2,20,1,-0.43248379641728
2023-12-21,47045.0,1441.0,3534.38,3,21,-1,-0.5615873227950886
2023-12-22,50331.71,1682.0,5659.24,4,22,-1,-0.6010401434824038
2023-12-23,20851.51,1032.0,4074.68,5,23,1,-0.44427710892672806
2023-12-24,22343.7,438.0,-685.8999999999997,6,24,-1,-0.5283686634985768
2023-12-26,41347.5,850.0,9022.31,1,26,1,-0.49138196393628464
2023-12-27,34955.44,964.0,2942.44,2,27,1,-0.447490189862638
2023-12-28,39070.41,855.0,7348.45,3,28,1,-0.46078040378709506
2023-12-29,29788.8,810.0,5851.89,4,29,1,-0.42249837316969285
2023-12-30,27704.82,939.0,6768.89,5,30,1,-0.4653948228170977
2023-12-31,12813.47,305.0,2088.29,6,31,1,-0.45046621503933204
2024-01-01,8941.85,467.0,1761.26,0,1,1,-0.4756586430249714
2024-01-02,60406.74,839.0,14982.83,1,2,-1,-0.6146402352409933
2024-01-03,33261.86,585.0,6956.32,2,3,1,-0.4496969951295395
2024-01-04,37166.44,972.0,7638.37,3,4,1,-0.46772376200925486
2024-01-05,37804.49,1299.0,7555.17,4,5,-1,-0.5205663149995142
2024-01-06,44367.18,1217.0,7874.84,5,6,-1,-0.569925643812809
2024-01-07,19137.88,386.0,4891.77,6,7,1,-0.4884835092824699
2024-01-08,34239.12,989.0,5025.15,0,8,1,-0.46313733107110827
2024-01-09,37607.13,1328.0,7763.59,1,9,-1,-0.5266757320384299
2024-01-10,38068.3,1081.0,5427.66,2,10,1,-0.4595447646758896
2024-01-11,38840.6,1073.0,7186.38,3,11,1,-0.47723697948641547
2024-01-12,24388.81,762.0,4427.54,4,12,1,-0.3963497325272956
2024-01-13,52118.01,1162.0,5857.0199999999995,5,13,-1,-0.5819139778237448
2024-01-14,15296.0,300.0,3479.74,6,14,1,-0.4668628787232511
2024-01-15,41352.38,1214.0,7260.14,0,15,-1,-0.5280801720987148
2024-01-16,28829.59,847.0,6325.24,1,16,1,-0.40930817758277527
2024-01-17,30079.61,828.0,6253.03,2,17,1,-0.4096141703145931
2024-01-18,22955.65,858.0,5203.57,3,18,1,-0.3943015662226921
2024-01-19,24867.69,647.0,3994.19,4,19,1,-0.403424777158828
2024-01-20,35333.98,1335.0,6211.4800000000005,5,20,-1,-0.5366420229901732
2024-01-21,16521.73,333.0,5061.5599999999995,6,21,1,-0.48498896518349843
2024-01-22,36828.61,1143.0,5194.26,0,22,1,-0.4975755193526381
2024-01-23,21526.54,670.0,3866.62,1,23,1,-0.40031588870602913
2024-01-24,24848.63,706.0,2786.02,2,24,1,-0.3974468012677704
2024-01-25,23889.39,1023.0,5002.3,3,25,1,-0.4103868578983923
2024-01-26,20814.89,710.0,4182.94,4,26,1,-0.3878134679315522
2024-01-27,28285.58,719.0,6535.01,5,27,1,-0.44885853278463017
2024-01-28,17562.84,326.0,4337.11,6,28,1,-0.4841504608303673
2024-01-29,27731.69,839.0,6078.05,0,29,1,-0.42059777364464196
2024-01-30,26183.95,819.0,4743.07,1,30,1,-0.39762058457543875
2024-01-31,31422.25,942.0,4296.72,2,31,1,-0.4177576136256447
2024-02-01,31068.5,737.0,4458.2699999999995,3,1,1,-0.4096400873637722
2024-02-02,28493.88,959.0,6027.73,4,2,1,-0.43224670825102607
2024-02-03,24982.010000000002,724.0,5009.87,5,3,1,-0.4212486877489915
2024-02-04,16289.6,400.0,4199.4,6,4,1,-0.4737882229695698
2024-02-05,34822.83,934.0,6346.62,0,5,1,-0.4572327230921678
2024-02-06,21983.95,524.0,3394.87,1,6,1,-0.4122068185512894
2024-02-07,23506.73,635.0,4208.55,2,7,1,-0.3878820124190696
2024-02-08,16466.16,553.0,3458.69,3,8,1,-0.38444594164340834
2024-02-09,22896.89,987.0,4394.41,4,9,1,-0.41381810101416894
2024-02-10,42012.26,1229.0,9503.0,5,10,-1,-0.5723849613324726
2024-02-11,9559.29,273.0,1902.5800000000002,6,11,1,-0.44713570456577445
2024-02-12,45588.63,1517.0,9040.92,0,12,-1,-0.5998648025067852
2024-02-13,29643.56,927.0,4615.0,1,13,1,-0.41837142081695383
2024-02-14,34247.62,810.0,6882.53,2,14,1,-0.4357942021610982
2024-02-15,11760.41,641.0,3011.46,3,15,1,-0.40386609799370266
2024-02-16,20912.11,754.0,2711.93,4,16,1,-0.39473472666715087
2024-02-17,40169.659999999996,716.0,7106.83,5,17,1,-0.5113855531454566
2024-02-18,7600.17,289.0,1625.75,6,18,1,-0.4368936746368151
2024-02-19,30279.329999999998,888.0,4844.1,0,19,1,-0.439173587498195
2024-02-20,23174.17,1033.0,4147.2,1,20,1,-0.4223683679051804
2024-02-21,20658.61,869.0,3786.52,2,21,1,-0.3968383069762543
2024-02-22,19200.01,722.0,4093.57,3,22,1,-0.3820790992884195
2024-02-23,17325.08,500.0,2769.2000000000003,4,23,1,-0.3991519827065183
2024-02-24,14354.0,634.0,2968.59,5,24,1,-0.4125434318451012
2024-02-25,8130.67,453.0,2323.34,6,25,1,-0.4519315447581073
2024-02-26,37718.04,1796.0,8571.74,0,26,-1,-0.6072243588064049
2024-02-27,24821.94,1554.0,6331.52,1,27,-1,-0.5422119429130317
2024-02-28,27804.98,581.0,6219.82,2,28,1,-0.4132642211931891
2024-02-29,18865.52,445.0,4610.0,3,29,1,-0.41209202937083406
2024-03-01,29682.18,1114.0,7649.75,4,1,1,-0.47140621737352695
2024-03-02,33522.68,1057.0,6895.41,5,2,1,-0.4889370438452052
2024-03-03,8474.99,282.0,1857.55,6,3,1,-0.4389304798603474
2024-03-04,27325.3,984.0,5361.26,0,4,1,-0.441977496267438
2024-03-05,25642.86,1000.0,4875.34,1,5,1,-0.418576488588076
2024-03-06,23079.0,1038.0,4285.67,2,6,1,-0.40658908794121934
2024-03-07,21184.67,700.0,3875.07,3,7,1,-0.38478068022687906
2024-03-08,46689.81,1051.0,11710.14,4,8,-1,-0.5527900151780633
2024-03-09,26702.86,864.0,5619.77,5,9,1,-0.43270141793475414
2024-03-10,9700.42,437.0,1654.05,6,10,1,-0.4472646330986701
2024-03-11,35898.08,1033.0,8042.86,0,11,1,-0.4753884982071768
2024-03-12,30875.25,909.0,6306.55,1,12,1,-0.4200412248219446
2024-03-13,47289.35,1513.0,4236.6,2,13,-1,-0.5731164385294344
2024-03-14,39422.0,808.0,11365.07,3,14,1,-0.5052685059326255
2024-03-15,27704.25,1050.0,6237.02,4,15,1,-0.4347766975107831
2024-03-16,26507.14,520.0,6130.78,5,16,1,-0.4466892617992884
2024-03-17,11698.61,363.0,1729.44,6,17,1,-0.4470003966479522
2024-03-18,87535.88,1509.0,19302.38,0,18,-1,-0.722854549151825
2024-03-19,35787.09,1142.0,8038.11,1,19,1,-0.49629481959989497
2024-03-20,31053.67,1198.0,6507.27,2,20,1,-0.4560112837943209
2024-03-21,66970.49,3141.0,19546.56,3,21,-1,-0.7512465992630429
2024-03-22,26041.41,823.0,4910.49,4,22,1,-0.40003960915723885
2024-03-23,58221.36,1834.0,7964.84,5,23,-1,-0.6672479798682931
2024-03-24,13179.11,526.0,1030.73,6,24,1,-0.4614544446698951
2024-03-25,45139.64,947.0,11341.51,0,25,-1,-0.5445539976072304
2024-03-26,31551.33,1321.0,7223.78,1,26,1,-0.5017041688715105
2024-03-27,22641.29,703.0,2577.95,2,27,1,-0.39596979514672426
2024-03-30,18254.73,954.0,4727.2699999999995,5,30,1,-0.4429231450576678
2024-03-31,11473.26,307.0,2924.34,6,31,1,-0.4517163201454727
2024-04-01,37161.5,1083.0,6600.37,0,1,1,-0.4754696301738627
2024-04-02,31577.44,988.0,6694.25,1,2,1,-0.43840721362325163
2024-04-03,29854.44,817.0,6527.28,2,3,1,-0.414076959200247
2024-04-04,23018.72,773.0,3239.46,3,4,1,-0.3899102021970781
2024-04-05,42417.6,1910.0,4676.86,4,5,-1,-0.5880018488636192
2024-04-06,36817.05,1822.0,6691.65,5,6,-1,-0.5956557563426087
2024-04-07,10376.17,368.0,2437.76,6,7,1,-0.4465187144003508
2024-04-08,49118.06,1021.0,10347.55,0,8,-1,-0.5556257239600606
2024-04-09,19718.69,519.0,5086.41,1,9,1,-0.4108267257586858
2024-04-10,22009.42,510.0,3633.44,2,10,1,-0.3996034067298858
2024-04-11,50521.4,797.0,12281.81,3,11,-1,-0.5706023705558921
2024-04-12,15659.77,880.0,3433.23,4,12,1,-0.4225072276216658
2024-04-13,25201.66,712.0,6712.82,5,13,1,-0.4450000347357983
2024-04-14,15699.970000000001,604.0,3835.01,6,14,1,-0.46904679121060733
2024-04-15,35007.15,812.0,6510.89,0,15,1,-0.45210865204664513
2024-04-16,25469.15,860.0,5400.88,1,16,1,-0.40437385142021803
2024-04-17,27976.14,868.0,4500.88,2,17,1,-0.4048129107952486
2024-04-18,24899.05,891.0,4995.28,3,18,1,-0.405435934233576
2024-04-19,25364.72,624.0,6137.64,4,19,1,-0.41136182880897415
2024-04-20,25240.83,713.0,5070.39,5,20,1,-0.4238074472640734
2024-04-21,7465.19,151.0,-4111.2,6,21,-1,-0.5635621445772849
2024-04-22,30669.0,839.0,6288.55,0,22,1,-0.4278998478886796
2024-04-23,40988.3,897.0,10161.92,1,23,1,-0.5022358586528938
2024-04-24,11529.33,459.0,2198.03,2,24,1,-0.412498806334741
2024-04-25,27485.45,753.0,7393.44,3,25,1,-0.4235421747008255
2024-04-26,34979.16,709.0,7975.63,4,26,1,-0.46103975486714044
2024-04-27,37524.32,777.0,7250.65,5,27,1,-0.4884578589388624
2024-04-28,19162.03,408.0,633.3000000000001,6,28,1,-0.4905196788938326
2024-04-29,36516.83,1153.0,5526.55,0,29,1,-0.4966939470951407
2024-04-30,32109.06,1035.0,7508.63,1,30,1,-0.4499196398838528
2024-05-01,24019.06,458.0,4933.93,2,1,1,-0.4098054999929118
2024-05-02,31323.66,1267.0,6096.78,3,2,1,-0.47138458349255247
2024-05-03,31027.91,858.0,6196.89,4,3,1,-0.4287330145095799
2024-05-04,10966.61,373.0,1879.3,5,4,1,-0.4280170146321773
2024-05-05,7531.32,250.0,2385.9900000000002,6,5,1,-0.44328263804082935
2024-05-06,39149.02,751.0,9107.67,0,6,1,-0.48641607611370075
2024-05-07,22802.82,774.0,5328.57,1,7,1,-0.3979158887161264
2024-05-08,17102.3,674.0,3095.13,2,8,1,-0.38548846603241527
2024-05-09,16713.1,770.0,3838.49,3,9,1,-0.3836753974499776
2024-05-10,36593.8,566.0,9307.95,4,10,1,-0.5039404335811771
2024-05-11,25786.18,935.0,6150.35,5,11,1,-0.44964766635005876
2024-05-12,15052.4,378.0,3205.65,6,12,1,-0.4597146340939927
2024-05-13,50999.15,1295.0,10621.95,0,13,-1,-0.6065625277658347
2024-05-14,30969.21,814.0,8336.81,1,14,1,-0.45109336480683004
2024-05-15,14713.93,620.0,2902.85,2,15,1,-0.38952365375122017
2024-05-16,26755.16,953.0,6263.18,3,16,1,-0.41628388420780177
2024-05-17,25223.16,678.0,4914.58,4,17,1,-0.39983525011316173
2024-05-18,32161.62,946.0,5157.400000000001,5,18,1,-0.46879558575223407
2024-05-19,13363.73,653.0,1797.92,6,19,1,-0.4648879400790954
2024-05-20,40126.16,701.0,9204.0,0,20,1,-0.4969559074942518
2024-05-21,21620.65,637.0,3750.0099999999998,1,21,1,-0.40039764089613283
2024-05-22,18022.65,608.0,4617.15,2,22,1,-0.38455413507392366
2024-05-23,35155.09,649.0,9481.32,3,23,1,-0.48626579195784353
2024-05-24,29596.510000000002,806.0,3905.46,4,24,1,-0.4235623523518937
2024-05-25,40280.92,1595.0,449.77,5,25,-1,-0.6114487783393888
2024-05-26,3144.2,157.0,590.02,6,26,1,-0.4926250277527071
2024-05-27,15930.13,607.0,4210.19,0,27,1,-0.4214630881825424
2024-05-28,18678.57,481.0,2498.94,1,28,1,-0.41303376259698416
2024-05-29,26859.85,982.0,3795.03,2,29,1,-0.4151682624768862
2024-05-30,15456.22,343.0,3054.72,3,30,1,-0.4118015160469184
2024-05-31,23495.28,938.0,4018.66,4,31,1,-0.4150854670654627
2024-06-01,19269.15,525.0,4371.65,5,1,1,-0.4144640168416939
2024-06-02,8589.66,364.0,966.14,6,2,1,-0.4422506092413542
2024-06-03,21791.29,727.0,7571.639999999999,0,3,1,-0.4505361016889517
2024-06-04,30927.66,753.0,5782.29,1,4,1,-0.4156089209830608
